노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
7800,호매실동차고지 - 호매실동차고지,0,호매실동차고지,0,0,0,0,1,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,1,호매실스타힐스.수원여대입구,0,1,1,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,2,호매실엔루체,0,2,2,0,2,1,1,1,1,3,2,1,1,1,2,3,1,1,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,3,호매실스위첸19단지.능실마을22단지,0,2,0,1,3,2,2,4,3,0,3,3,1,2,0,4,0,0,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,4,능실초등학교.힐스테이트호매실,0,0,1,3,6,4,0,3,3,1,4,4,0,3,1,5,0,0,4,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,5,호매실마을14단지.장애인종합복지관,0,4,0,3,9,7,6,2,4,5,0,5,2,1,0,0,2,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,6,호매실마을13단지.수원시보훈회관,0,3,3,3,9,7,11,0,7,7,0,4,5,1,3,6,0,2,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,7,수원은혜교회.한양수자인파크원아파트,0,5,2,0,6,8,12,4,2,8,2,3,6,2,3,2,0,2,6,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,8,한양수자인파크원아파트.자목마을입구,0,0,2,4,4,10,15,5,6,1,5,4,7,3,0,0,1,4,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,9,경기도건설본부.경기도동물위생시험소.칠보마을7단지,0,0,0,5,2,12,10,6,4,5,0,0,8,4,3,3,0,6,7,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,10,와이씨티6단지.금곡LG1단지,0,6,4,4,5,13,17,9,7,9,2,6,9,6,4,2,3,1,6,0,0,0,0,0,
