노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
7800,호매실동차고지 - 호매실동차고지,0,호매실동차고지,0,0,2,1,2,2,0,5,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,1,호매실스타힐스.수원여대입구,0,0,2,1,1,0,1,0,1,2,1,1,4,2,5,2,1,2,0,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,2,호매실엔루체,0,1,2,2,2,3,3,2,1,1,0,2,5,5,7,3,4,4,4,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,3,호매실스위첸19단지.능실마을22단지,0,3,3,5,7,4,4,6,1,2,1,5,6,0,0,2,0,1,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,4,능실초등학교.힐스테이트호매실,0,6,6,6,8,5,5,7,3,4,2,3,8,4,4,3,0,3,1,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,5,호매실마을14단지.장애인종합복지관,0,4,12,7,9,6,4,0,2,3,3,6,5,6,0,4,0,0,1,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,6,호매실마을13단지.수원시보훈회관,0,7,15,12,10,7,6,8,2,4,3,6,10,1,0,5,0,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,7,수원은혜교회.한양수자인파크원아파트,0,8,15,15,8,10,4,2,3,5,4,1,12,4,1,2,3,0,0,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,8,한양수자인파크원아파트.자목마을입구,0,10,19,17,11,12,5,4,4,5,4,4,16,4,6,0,2,4,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,9,경기도건설본부.경기도동물위생시험소.칠보마을7단지,0,8,20,20,13,13,4,1,5,6,3,2,7,4,5,0,0,5,5,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,10,와이씨티6단지.금곡LG1단지,0,12,23,24,15,18,9,5,4,7,6,7,18,7,7,0,3,1,4,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,11,호매실역서희스타힐스.금곡LG2단지,0,16,33,40,24,20,13,9,6,9,9,3,19,6,7,0,0,2,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,12,호매실역서희스타힐스.모아미래도아파트,0,17,36,36,35,22,23,7,7,10,12,8,18,8,9,2,2,3,2,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,13,칠보중.칠보고교.중촌초교,0,18,39,38,37,23,25,8,8,6,3,7,12,6,6,4,3,4,2,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,14,칠보마을8단지.수원KT소닉붐아레나.서수원칠보체육관,0,20,31,42,40,26,26,7,9,11,10,9,13,7,10,2,0,0,4,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,15,금곡동행정복지센터.호매실지구대,0,23,41,48,43,28,28,11,10,15,11,10,20,9,12,7,5,5,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,16,홈플러스서수원점,0,25,33,56,41,31,18,13,11,11,11,12,22,12,12,8,5,4,4,3,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,17,칠보어울림마을,0,26,41,60,42,35,31,16,11,12,0,13,23,15,6,8,6,4,5,0,1,0,0,0,
7800,호매실동차고지 - 호매실동차고지,18,구운동하이마트,0,30,43,69,47,39,18,18,12,14,12,14,26,16,9,10,6,0,4,3,2,0,0,0,
7800,호매실동차고지 - 호매실동차고지,19,엠코타운아파트,0,31,41,69,64,40,17,20,13,15,13,13,27,17,7,0,4,4,6,5,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,20,서수원터미널.이마트,0,32,42,68,66,28,19,22,15,12,4,15,26,18,11,10,4,3,6,6,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,21,구운사거리,0,0,29,0,67,40,22,10,3,9,0,3,10,0,10,0,3,0,0,7,3,0,0,0,
7800,호매실동차고지 - 호매실동차고지,22,삼성아파트,0,33,47,70,68,40,30,20,14,18,16,14,23,29,17,12,9,5,5,8,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,23,성균관대학교,0,37,61,62,71,44,38,29,25,38,36,36,43,38,34,19,18,17,13,15,6,0,0,0,
7800,호매실동차고지 - 호매실동차고지,24,성균관대역.고용노동부경기지청.율전성당,0,39,47,70,70,52,43,31,25,40,38,39,59,44,38,24,16,19,14,16,5,0,0,0,
7800,호매실동차고지 - 호매실동차고지,25,백선교회,0,0,0,43,69,50,0,25,0,0,0,20,19,45,14,0,0,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,26,동원고교.해우재입구,0,40,41,70,67,53,45,26,25,38,18,36,56,35,38,23,13,6,10,9,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,27,효행공원(미정차),0,40,41,70,67,53,45,26,25,38,18,36,56,35,38,23,13,6,10,9,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,28,지지대고개(미정차),0,40,41,70,67,53,45,26,25,38,18,36,56,35,38,23,13,6,10,9,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,29,골사그내교차로(미정차),0,40,41,70,67,53,45,26,25,38,18,36,56,35,38,23,13,6,10,9,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,30,의왕톨게이트,0,38,40,70,63,57,41,28,24,27,21,36,41,41,33,20,12,18,11,15,6,0,0,0,
7800,호매실동차고지 - 호매실동차고지,31,의왕터널진입(미정차),0,38,40,70,63,57,41,28,24,27,21,36,41,41,33,20,12,18,11,15,6,0,0,0,
7800,호매실동차고지 - 호매실동차고지,32,학의JC(미정차),0,38,40,70,63,57,41,28,24,27,21,36,41,41,33,20,12,18,11,15,6,0,0,0,
7800,호매실동차고지 - 호매실동차고지,33,과천터널진입(미정차),0,38,40,70,63,57,41,28,24,27,21,36,41,41,33,20,12,18,11,15,6,0,0,0,
