노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
7800,호매실동차고지 - 호매실동차고지,0,호매실동차고지,0,1,1,1,2,2,0,1,1,0,0,0,0,1,1,0,32,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,1,호매실스타힐스.수원여대입구,0,1,2,1,1,1,2,1,3,0,0,4,1,1,1,1,2,0,1,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,2,호매실엔루체,0,2,2,2,4,2,1,1,2,1,1,3,0,4,4,2,2,2,2,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,3,호매실스위첸19단지.능실마을22단지,0,2,2,5,5,3,3,2,2,1,3,4,1,3,2,3,3,0,0,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,4,능실초등학교.힐스테이트호매실,0,3,4,6,7,6,2,3,4,2,4,5,1,5,0,3,0,0,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,5,호매실마을14단지.장애인종합복지관,0,4,7,9,12,4,5,4,0,3,6,4,5,6,5,4,0,0,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,6,호매실마을13단지.수원시보훈회관,0,6,10,12,12,7,2,3,4,5,8,5,2,3,2,0,2,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,7,수원은혜교회.한양수자인파크원아파트,0,7,7,13,14,8,5,5,5,6,1,6,2,2,5,4,3,0,2,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,8,한양수자인파크원아파트.자목마을입구,0,8,12,19,15,9,4,7,6,7,2,5,6,5,0,5,4,1,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,9,경기도건설본부.경기도동물위생시험소.칠보마을7단지,0,9,13,21,16,10,6,0,0,3,5,0,7,0,6,3,3,0,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,10,와이씨티6단지.금곡LG1단지,0,14,17,32,18,14,7,9,7,4,9,6,9,5,9,0,1,0,0,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,11,호매실역서희스타힐스.금곡LG2단지,0,20,23,40,23,20,12,11,7,8,10,7,9,5,8,1,3,0,4,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,12,호매실역서희스타힐스.모아미래도아파트,0,21,29,44,24,22,14,13,8,9,11,9,11,6,7,3,4,2,5,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,13,칠보중.칠보고교.중촌초교,0,22,33,41,24,21,14,17,9,6,6,11,12,7,11,3,4,2,7,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,14,칠보마을8단지.수원KT소닉붐아레나.서수원칠보체육관,0,23,33,44,27,22,15,18,10,11,7,5,5,8,5,5,5,0,2,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,15,금곡동행정복지센터.호매실지구대,0,28,39,38,35,25,19,20,13,13,9,13,15,9,12,6,6,3,4,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,16,홈플러스서수원점,0,30,40,54,40,28,22,22,14,15,12,17,16,17,13,7,7,4,8,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,17,칠보어울림마을,0,31,44,58,43,33,26,24,10,10,16,23,15,19,5,0,5,3,0,0,1,0,0,0,
7800,호매실동차고지 - 호매실동차고지,18,구운동하이마트,0,35,37,68,43,34,27,26,14,12,13,10,20,23,16,11,8,3,9,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,19,엠코타운아파트,0,37,39,70,43,34,15,19,11,13,17,11,11,5,6,7,6,2,3,1,3,0,0,0,
7800,호매실동차고지 - 호매실동차고지,20,서수원터미널.이마트,0,38,33,44,41,32,23,0,12,14,17,12,12,25,8,12,7,3,8,3,3,0,0,0,
7800,호매실동차고지 - 호매실동차고지,21,구운사거리,0,0,30,38,42,38,19,0,0,12,18,8,0,15,6,0,7,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,22,삼성아파트,0,39,42,69,44,44,31,23,14,17,19,28,23,28,24,14,9,7,10,4,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,23,성균관대학교,0,40,47,69,55,44,34,33,25,32,29,32,35,47,59,22,18,27,23,13,9,0,0,0,
7800,호매실동차고지 - 호매실동차고지,24,성균관대역.고용노동부경기지청.율전성당,0,43,45,70,70,44,35,34,26,33,32,35,45,56,66,25,18,25,25,14,2,0,0,0,
7800,호매실동차고지 - 호매실동차고지,25,백선교회,0,22,41,43,69,41,0,0,22,17,19,21,40,56,14,0,0,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,26,동원고교.해우재입구,0,42,45,70,70,45,35,27,23,17,33,24,44,57,64,14,16,14,24,0,3,0,0,0,
