노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
7800,호매실동차고지 - 호매실동차고지,0,호매실동차고지,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,1,호매실스타힐스.수원여대입구,0,1,0,0,1,1,0,2,1,3,1,2,1,0,1,0,0,1,1,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,2,호매실엔루체,0,2,1,1,1,2,1,3,2,3,4,4,3,1,3,0,2,1,2,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,3,호매실스위첸19단지.능실마을22단지,0,2,2,1,2,3,4,2,4,4,4,4,2,4,2,0,1,0,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,4,능실초등학교.힐스테이트호매실,0,3,3,2,5,5,5,5,6,6,5,4,4,1,1,0,0,0,2,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,5,호매실마을14단지.장애인종합복지관,0,4,2,2,6,4,5,5,7,5,5,7,2,5,2,0,2,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,6,호매실마을13단지.수원시보훈회관,0,5,0,4,7,4,6,6,9,0,6,8,4,6,4,1,0,2,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,7,수원은혜교회.한양수자인파크원아파트,0,7,3,5,8,6,7,8,13,6,7,8,6,7,3,0,4,2,2,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,8,한양수자인파크원아파트.자목마을입구,0,8,0,5,8,8,8,9,0,4,6,10,8,8,0,0,2,1,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,9,경기도건설본부.경기도동물위생시험소.칠보마을7단지,0,0,1,6,9,8,9,10,14,5,8,11,8,5,0,0,7,2,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,10,와이씨티6단지.금곡LG1단지,0,9,3,7,12,9,11,16,15,8,8,12,9,4,2,1,0,3,1,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,11,호매실역서희스타힐스.금곡LG2단지,0,11,4,14,21,14,14,20,18,12,15,13,9,10,4,2,4,4,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,12,호매실역서희스타힐스.모아미래도아파트,0,13,4,15,22,19,15,19,20,15,15,16,11,8,9,2,9,6,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,13,칠보중.칠보고교.중촌초교,0,14,3,5,24,20,15,21,19,16,16,19,14,8,5,0,8,0,4,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,14,칠보마을8단지.수원KT소닉붐아레나.서수원칠보체육관,0,15,6,19,28,22,20,22,22,0,17,20,16,11,5,2,4,3,1,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,15,금곡동행정복지센터.호매실지구대,0,19,8,22,22,30,21,28,29,20,20,24,21,14,6,3,9,12,3,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,16,홈플러스서수원점,0,0,7,13,24,33,29,30,35,23,22,30,23,15,8,4,9,7,5,3,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,17,칠보어울림마을,0,5,7,24,23,39,31,34,30,27,25,22,24,12,9,3,10,14,5,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,18,구운동하이마트,0,7,9,13,25,42,28,35,38,26,28,33,24,17,9,5,11,8,6,4,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,19,엠코타운아파트,0,20,10,18,25,43,32,32,29,29,31,20,25,19,10,6,5,4,7,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,20,서수원터미널.이마트,0,22,6,25,25,42,33,36,40,30,18,34,24,20,12,4,13,9,8,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,21,구운사거리,0,0,7,18,26,31,32,37,24,23,28,24,27,23,14,0,4,0,0,0,0,0,0,0,
