노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
7800,호매실동차고지 - 호매실동차고지,0,호매실동차고지,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,1,호매실스타힐스.수원여대입구,0,0,2,0,3,1,2,0,0,2,1,6,3,1,2,1,1,1,1,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,2,호매실엔루체,0,2,3,2,5,2,3,1,2,3,0,9,4,4,4,3,6,2,2,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,3,호매실스위첸19단지.능실마을22단지,0,3,5,3,4,3,3,1,1,2,0,0,0,3,4,3,0,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,4,능실초등학교.힐스테이트호매실,0,4,7,6,6,4,4,2,3,4,3,10,5,4,2,3,0,0,0,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,5,호매실마을14단지.장애인종합복지관,0,4,9,10,7,6,0,2,4,3,2,11,6,3,3,4,0,0,2,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,6,호매실마을13단지.수원시보훈회관,0,6,12,14,11,7,7,5,3,4,4,5,0,4,2,1,0,0,0,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,7,수원은혜교회.한양수자인파크원아파트,0,7,14,17,6,5,5,4,5,4,2,0,7,12,3,5,1,3,2,3,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,8,한양수자인파크원아파트.자목마을입구,0,5,17,19,12,9,5,4,5,1,0,6,9,4,4,4,0,0,1,4,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,9,경기도건설본부.경기도동물위생시험소.칠보마을7단지,0,6,16,22,13,10,8,3,3,2,3,5,4,14,5,2,2,0,3,0,3,0,0,0,
7800,호매실동차고지 - 호매실동차고지,10,와이씨티6단지.금곡LG1단지,0,10,25,27,14,14,9,6,7,6,5,5,12,13,7,6,5,0,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,11,호매실역서희스타힐스.금곡LG2단지,0,14,36,37,19,16,11,6,8,7,6,8,13,10,6,7,2,2,0,0,1,0,0,0,
7800,호매실동차고지 - 호매실동차고지,12,호매실역서희스타힐스.모아미래도아파트,0,15,40,43,25,15,13,8,11,8,0,0,12,11,7,9,3,5,1,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,13,칠보중.칠보고교.중촌초교,0,16,40,44,26,17,15,6,3,11,8,4,15,9,8,7,11,6,2,1,2,0,0,0,
7800,호매실동차고지 - 호매실동차고지,14,칠보마을8단지.수원KT소닉붐아레나.서수원칠보체육관,0,17,44,44,28,20,16,7,12,9,6,0,0,12,6,3,6,9,4,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,15,금곡동행정복지센터.호매실지구대,0,19,24,68,37,28,20,8,14,12,9,11,19,13,10,4,13,10,5,3,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,16,홈플러스서수원점,0,21,29,70,42,31,22,13,14,13,12,14,22,16,11,8,15,11,6,3,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,17,칠보어울림마을,0,18,33,68,44,30,24,14,11,12,9,15,24,17,13,7,0,13,5,4,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,18,구운동하이마트,0,23,38,57,44,34,22,16,16,18,15,17,26,19,16,8,6,13,6,0,4,0,0,0,
7800,호매실동차고지 - 호매실동차고지,19,엠코타운아파트,0,26,39,54,59,33,26,15,16,19,16,9,27,18,8,7,14,14,7,2,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,20,서수원터미널.이마트,0,27,23,53,62,26,26,8,17,9,0,10,28,21,13,7,13,13,8,4,5,0,0,0,
7800,호매실동차고지 - 호매실동차고지,21,구운사거리,0,0,29,54,40,29,16,16,18,10,9,0,0,22,12,8,8,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,22,삼성아파트,0,28,31,70,63,33,28,12,13,24,19,14,39,25,19,13,15,14,7,5,4,0,0,0,
