노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
7800,호매실동차고지 - 호매실동차고지,0,호매실동차고지,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,1,호매실스타힐스.수원여대입구,0,1,1,2,1,0,0,0,0,0,1,0,1,1,3,2,0,1,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,2,호매실엔루체,0,2,4,2,4,0,0,1,1,1,2,2,2,3,7,3,3,1,3,1,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,3,호매실스위첸19단지.능실마을22단지,0,2,5,3,6,1,5,2,1,2,1,1,3,5,3,3,0,1,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,4,능실초등학교.힐스테이트호매실,0,4,6,7,7,3,3,3,3,3,5,2,4,0,3,0,3,0,0,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,5,호매실마을14단지.장애인종합복지관,0,0,9,9,8,5,2,2,1,3,6,1,1,3,5,3,0,3,2,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,6,호매실마을13단지.수원시보훈회관,0,6,10,15,13,8,4,2,4,5,5,3,2,4,3,5,0,2,4,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,7,수원은혜교회.한양수자인파크원아파트,0,6,11,16,15,6,6,4,5,6,2,0,6,6,0,6,3,4,3,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,8,한양수자인파크원아파트.자목마을입구,0,8,15,17,18,4,6,2,6,7,6,0,5,6,4,0,0,5,2,0,0,0,0,0,
7800,호매실동차고지 - 호매실동차고지,9,경기도건설본부.경기도동물위생시험소.칠보마을7단지,0,7,14,21,21,9,4,4,2,4,4,0,4,3,6,0,0,3,4,0,0,0,0,0,
